Counter,coll.date,count.date,block,row.no,plant.no,total.berries,berry.no,mass,brix,big.seeds,med.seeds,lil.seeds,notes,total.seeds,big.med.seeds,percent.big.seeds,percent.big.med.seeds,percent.unfertilized
Laney/Ryan,7/17/2018,3/28/2019,C,1,9,4,4,1.8663,14,43,54,11,,108,97,0.398148148,0.898148148,0.101851852
Laney/Ryan,7/18/2018,4/25/2019,C,4,252,7,1,1.4756,15,68,16,21,,105,84,0.647619048,0.8,0.2
Laney/Ryan,7/18/2018,4/25/2019,C,4,252,7,2,1.5756,17,59,7,24,,90,66,0.655555556,0.733333333,0.266666667
Laney/Ryan,7/18/2018,4/25/2019,C,4,252,7,3,1.4074,18,53,12,17,,82,65,0.646341463,0.792682927,0.207317073
Laney/Ryan,7/18/2018,4/25/2019,C,4,252,7,4,1.4178,19,58,16,15,,89,74,0.651685393,0.831460674,0.168539326
Laney/Ryan,7/18/2018,4/25/2019,C,4,252,7,5,1.1579,17,70,26,22,,118,96,0.593220339,0.813559322,0.186440678
Laney/Ryan,7/18/2018,4/25/2019,C,3,306,9,1,1.853,20,45,19,14,,78,64,0.576923077,0.820512821,0.179487179
Laney/Ryan,7/18/2018,4/25/2019,C,3,306,9,2,1.2216,16,42,27,9,,78,69,0.538461538,0.884615385,0.115384615
Laney/Ryan,7/18/2018,4/25/2019,C,3,306,9,3,1.7512,17,43,15,7,,65,58,0.661538462,0.892307692,0.107692308
Laney/Ryan,7/18/2018,4/25/2019,C,3,306,9,4,2.361,25,60,14,10,,84,74,0.714285714,0.880952381,0.119047619
Laney/Ryan,7/18/2018,4/25/2019,C,3,306,9,5,2.0024,19,52,25,11,,88,77,0.590909091,0.875,0.125
Laney/Ryan,7/18/2018,4/25/2019,C,6,339,3,1,1.723,15,66,31,8,,105,97,0.628571429,0.923809524,0.076190476
Laney/Ryan,7/18/2018,4/25/2019,C,6,339,3,2,1.5032,15,52,38,14,,104,90,0.5,0.865384615,0.134615385
Laney/Ryan,7/18/2018,4/25/2019,C,6,339,3,3,1.6174,15,56,30,7,,93,86,0.602150538,0.924731183,0.075268817
Laney/Ryan,7/18/2018,4/26/2019,C,6,26,5,1,1.252,13,54,31,20,,105,85,0.514285714,0.80952381,0.19047619
Laney/Ryan,7/18/2018,4/26/2019,C,6,26,5,2,1.1872,12,43,13,19,,75,56,0.573333333,0.746666667,0.253333333
Laney/Ryan,7/18/2018,4/26/2019,C,6,26,5,3,1.3749,11,65,19,11,,95,84,0.684210526,0.884210526,0.115789474
Laney/Ryan,7/18/2018,4/26/2019,C,6,26,5,4,1.2091,11,51,19,22,,92,70,0.554347826,0.760869565,0.239130435
Laney/Ryan,7/18/2018,4/26/2019,C,6,26,5,5,1.2631,13,55,14,11,,80,69,0.6875,0.8625,0.1375
Laney/Ryan,7/18/2018,4/26/2019,C,2,39,2,1,1.6301,14,41,34,8,,83,75,0.493975904,0.903614458,0.096385542
Laney/Ryan,7/18/2018,4/26/2019,C,2,39,2,2,1.6501,19,35,29,13,,77,64,0.454545455,0.831168831,0.168831169
Laney/Ryan,7/18/2018,4/26/2019,C,3,368,2,1,2.6998,19,32,54,12,,98,86,0.326530612,0.87755102,0.12244898
Laney/Ryan,7/18/2018,4/26/2019,C,3,368,2,2,2.2649,17,30,64,7,,101,94,0.297029703,0.930693069,0.069306931
Meg,7/17/2018,3/28/2019,C,1,292,15,1,1.6603,11,45,22,9,,76,67,0.592105263,0.881578947,0.118421053
Meg,7/17/2018,3/28/2019,C,1,292,15,2,2.8417,17,34,30,8,,72,64,0.472222222,0.888888889,0.111111111
Meg,7/17/2018,3/28/2019,C,1,292,15,3,2.6387,15,41,37,9,,87,78,0.471264368,0.896551724,0.103448276
Meg,7/17/2018,3/28/2019,C,1,292,15,4,2.034,16,61,25,11,,97,86,0.628865979,0.886597938,0.113402062
Meg,7/17/2018,3/28/2019,C,1,292,15,5,1.7667,11,39,20,16,,75,59,0.52,0.786666667,0.213333333
Meg,7/18/2018,4/25/2019,C,1,40,4,1,1.9067,9,54,15,12,,81,69,0.666666667,0.851851852,0.148148148
Meg,7/18/2018,4/25/2019,C,1,40,4,2,2.4015,13,44,17,11,,72,61,0.611111111,0.847222222,0.152777778
Meg,7/18/2018,4/25/2019,C,1,40,4,3,2.323,12,47,22,13,,82,69,0.573170732,0.841463415,0.158536585
Meg,7/18/2018,4/25/2019,C,1,40,4,4,1.7421,11,33,19,14,,66,52,0.5,0.787878788,0.212121212
Meg,7/18/2018,4/25/2019,C,6,135,7,1,1.5482,8,43,24,17,,84,67,0.511904762,0.797619048,0.202380952
Meg,7/18/2018,4/25/2019,C,6,135,7,2,1.5545,8,45,31,17,,93,76,0.483870968,0.817204301,0.182795699
Meg,7/18/2018,4/25/2019,C,6,135,7,3,1.4718,9,36,29,11,,76,65,0.473684211,0.855263158,0.144736842
Meg,7/18/2018,4/25/2019,C,6,135,7,4,1.4156,12,44,15,12,,71,59,0.61971831,0.830985915,0.169014085
Meg,7/18/2018,4/25/2019,C,6,135,7,5,1.875,12,51,10,15,,76,61,0.671052632,0.802631579,0.197368421
Meg,7/18/2018,4/25/2019,C,1,28,2,1,2.1637,15,17,92,10,,119,109,0.142857143,0.915966387,0.084033613
Meg,7/18/2018,4/25/2019,C,1,28,2,2,1.7412,10,28,,,,28,28,1,1,0
Ryan,7/17/2018,3/27/2019,C,3,151,19,1,1.7981,13,51,21,17,,89,72,0.573033708,0.808988764,0.191011236
Ryan,7/17/2018,3/27/2019,C,3,151,19,2,1.7165,14,51,10,14,,75,61,0.68,0.813333333,0.186666667
Ryan,7/17/2018,3/27/2019,C,3,151,19,3,2.3409,17,61,22,11,,94,83,0.64893617,0.882978723,0.117021277
Ryan,7/17/2018,3/27/2019,C,3,151,19,4,1.6572,15,51,39,14,,104,90,0.490384615,0.865384615,0.134615385
Ryan,7/17/2018,3/27/2019,C,3,151,19,5,1.8626,17,69,18,11,,98,87,0.704081633,0.887755102,0.112244898
Ryan,7/18/2019,4/17/2019,C,3,36,16,1,1.5821,10,48,44,15,,107,92,0.448598131,0.859813084,0.140186916
Ryan,7/18/2019,4/17/2019,C,3,36,16,2,1.4669,11,44,44,22,,110,88,0.4,0.8,0.2
Ryan,7/18/2019,4/17/2019,C,3,36,16,3,1.8443,17,34,42,14,,90,76,0.377777778,0.844444444,0.155555556
Ryan,7/18/2019,4/17/2019,C,3,36,16,4,1.5697,13,33,28,23,,84,61,0.392857143,0.726190476,0.273809524
Ryan,7/18/2019,4/17/2019,C,3,36,16,5,1.5207,13,45,37,15,,97,82,0.463917526,0.845360825,0.154639175
Ryan,7/18/2019,4/17/2019,C,2,271,3,1,1.7293,16,48,31,14,,93,79,0.516129032,0.849462366,0.150537634
Ryan,7/18/2019,4/17/2019,C,2,271,3,2,1.656,20,23,41,9,,73,64,0.315068493,0.876712329,0.123287671
Ryan,7/18/2019,4/17/2019,C,2,271,3,3,1.284,16,48,25,7,,80,73,0.6,0.9125,0.0875
Ryan,7/18/2018,4/24/2019,C,2,70,9,1,1.6997,15,48,40,9,,97,88,0.494845361,0.907216495,0.092783505
Ryan,7/18/2018,4/24/2019,C,2,70,9,2,1.3261,16,41,26,13,,80,67,0.5125,0.8375,0.1625
Ryan,7/18/2018,4/24/2019,C,2,70,9,3,2.1779,21,35,50,14,,99,85,0.353535354,0.858585859,0.141414141
Ryan,7/18/2018,4/24/2019,C,2,70,9,4,2.8437,19,20,35,15,,70,55,0.285714286,0.785714286,0.214285714
Ryan,7/18/2018,4/24/2019,C,2,70,9,5,2.0995,15,47,34,20,,101,81,0.465346535,0.801980198,0.198019802
Ryan,7/18/2018,4/24/2019,C,1,13,2,1,1.4838,16,23,62,23,,108,85,0.212962963,0.787037037,0.212962963
Ryan,7/18/2018,4/24/2019,C,1,13,2,2,1.8879,15,26,67,20,,113,93,0.230088496,0.82300885,0.17699115
Ryan,7/18/2018,4/24/2019,C,5,35,1,1,2.0382,14,25,54,6,,85,79,0.294117647,0.929411765,0.070588235
Elizabeth,7/26/2018,9/10/2018,E,1,327,2,1,1.687,9,20,67,4,,91,87,0.21978022,0.956043956,0.043956044
Elizabeth,7/26/2018,9/10/2018,E,1,327,2,2,1.5279,8,44,33,9,,86,77,0.511627907,0.895348837,0.104651163
Elizabeth,7/23/2018,9/17/2018,E,2,137,2,1,1.2599,10,24,46,6,,76,70,0.315789474,0.921052632,0.078947368
Elizabeth,7/23/2018,9/17/2018,E,2,137,2,2,1.3897,9,14,56,5,,75,70,0.186666667,0.933333333,0.066666667
Elizabeth,7/23/2018,9/17/2018,E,2,128,1,1,2.1081,12,42,55,3,,100,97,0.42,0.97,0.03
Elizabeth,7/23/2018,9/25/2018,E,3,174,1,1,1.6387,12,23,97,11,,131,120,0.175572519,0.916030534,0.083969466
Elizabeth,7/23/2018,9/25/2018,E,3,285,1,1,1.1875,9,37,35,17,,89,72,0.415730337,0.808988764,0.191011236
Elizabeth,7/23/2018,9/25/2018,E,3,285,1,2,1.2288,8,25,49,7,,81,74,0.308641975,0.913580247,0.086419753
Elizabeth,7/23/2018,9/25/2018,E,4,302,1,1,1.5667,10,19,56,12,,87,75,0.218390805,0.862068966,0.137931034
Elizabeth,7/25/2018,10/1/2018,E,2,137,3,1,1.3407,10,35,46,4,,85,81,0.411764706,0.952941176,0.047058824
Elizabeth,7/25/2018,10/1/2018,E,2,137,3,2,1.379,9,31,32,9,,72,63,0.430555556,0.875,0.125
Elizabeth,7/25/2018,10/1/2018,E,2,137,3,3,0.986,9,6,54,4,,64,60,0.09375,0.9375,0.0625
Elizabeth,7/25/2018,10/1/2018,E,3,285,2,1,1.3723,9,28,37,7,,72,65,0.388888889,0.902777778,0.097222222
Elizabeth,7/25/2018,10/1/2018,E,3,285,2,,1.363,9,31,27,5,,63,58,0.492063492,0.920634921,0.079365079
Elizabeth,7/25/2018,10/1/2018,E,3,301,3,1,1.4566,9,32,28,4,,64,60,0.5,0.9375,0.0625
Elizabeth,7/25/2018,10/1/2018,E,3,301,3,2,1.0727,9,23,45,6,,74,68,0.310810811,0.918918919,0.081081081
Elizabeth,7/25/2018,10/1/2018,E,3,301,3,3,1.375,8,28,38,7,,73,66,0.383561644,0.904109589,0.095890411
Elizabeth,7/25/2018,10/1/2018,E,1,337,1,1,1.299,14,9,69,11,,89,78,0.101123596,0.876404494,0.123595506
Elizabeth,7/25/2018,10/1/2018,E,1,278,3,1,1.3195,10,17,50,13,,80,67,0.2125,0.8375,0.1625
Elizabeth,7/25/2018,10/1/2018,E,1,278,3,2,1.1,10,7,51,15,,73,58,0.095890411,0.794520548,0.205479452
Elizabeth,7/25/2018,10/1/2018,E,1,278,3,3,0.8111,11,2,7,11,,20,9,0.1,0.45,0.55
Elizabeth,7/25/2018,10/2/2018,E,3,304,4,1,1.705,9,17,110,7,,134,127,0.126865672,0.947761194,0.052238806
Elizabeth,7/25/2018,10/2/2018,E,3,304,4,2,1.6683,8,21,102,8,,131,123,0.160305344,0.938931298,0.061068702
Elizabeth,7/25/2018,10/2/2018,E,3,304,4,3,1.8396,8,30,98,6,,134,128,0.223880597,0.955223881,0.044776119
Elizabeth,7/25/2018,10/2/2018,E,3,304,4,4,1.5365,10,6,43,12,,61,49,0.098360656,0.803278689,0.196721311
Elizabeth,7/25/2018,10/2/2018,E,4,213,1,1,1.0856,10,13,46,10,,69,59,0.188405797,0.855072464,0.144927536
Elizabeth,7/25/2018,10/2/2018,E,1,246,4,1,0.9811,12,2,50,24,,76,52,0.026315789,0.684210526,0.315789474
Elizabeth,7/25/2018,10/2/2018,E,1,246,4,2,1.635,12,13,89,2,,104,102,0.125,0.980769231,0.019230769
Elizabeth,7/25/2018,10/2/2018,E,1,246,4,3,0.8969,10,16,56,10,,82,72,0.195121951,0.87804878,0.12195122
Elizabeth,7/25/2018,10/2/2018,E,1,246,4,4,0.8546,12,8,51,9,,68,59,0.117647059,0.867647059,0.132352941
Elizabeth,7/18/2018,10/16/2018,E,1,327,3,1,1.5249,10,37,37,6,,80,74,0.4625,0.925,0.075
Elizabeth,7/18/2018,10/16/2018,E,1,327,3,2,2.1115,10,37,51,6,,94,88,0.393617021,0.936170213,0.063829787
Elizabeth,7/18/2018,10/16/2018,E,1,327,3,3,1.5417,10,39,30,3,,72,69,0.541666667,0.958333333,0.041666667
Elizabeth,7/18/2018,10/16/2018,E,2,209,7,1,0.9173,9,28,23,12,,63,51,0.444444444,0.80952381,0.19047619
Elizabeth,7/18/2018,10/16/2018,E,2,209,7,2,0.8741,9,27,22,3,,52,49,0.519230769,0.942307692,0.057692308
Elizabeth,7/18/2018,10/16/2018,E,2,209,7,3,1.3254,11,11,71,13,,95,82,0.115789474,0.863157895,0.136842105
Elizabeth,7/18/2018,10/16/2018,E,2,209,7,4,0.8624,9,26,25,14,,65,51,0.4,0.784615385,0.215384615
Elizabeth,7/18/2018,10/16/2018,E,2,209,7,5,1.3518,10,18,56,4,,78,74,0.230769231,0.948717949,0.051282051
Elizabeth,7/19/2018,10/16/2018,E,6,380,7,1,1.2513,8,31,32,9,,72,63,0.430555556,0.875,0.125
Elizabeth,7/19/2018,10/16/2018,E,6,380,7,2,1.1396,7,18,43,5,,66,61,0.272727273,0.924242424,0.075757576
Elizabeth,7/19/2018,10/16/2018,E,6,380,7,3,1.153,6,24,38,10,,72,62,0.333333333,0.861111111,0.138888889
Elizabeth,7/19/2018,10/16/2018,E,6,380,7,4,2.0347,11,25,73,4,,102,98,0.245098039,0.960784314,0.039215686
Elizabeth,7/19/2018,10/16/2018,E,6,380,7,5,1.4787,9,8,64,9,,81,72,0.098765432,0.888888889,0.111111111
Elizabeth,7/19/2018,10/16/2018,E,5,350,6,1,1.443,9,32,47,1,,80,79,0.4,0.9875,0.0125
Elizabeth,7/19/2018,10/16/2018,E,5,350,6,2,1.23,8,16,38,4,,58,54,0.275862069,0.931034483,0.068965517
Elizabeth,7/19/2018,10/16/2018,E,5,350,6,3,1.5007,9,34,27,4,,65,61,0.523076923,0.938461538,0.061538462
Elizabeth,7/19/2018,10/16/2018,E,5,350,6,4,2.0024,12,43,30,4,,77,73,0.558441558,0.948051948,0.051948052
Elizabeth,7/19/2018,10/16/2018,E,5,350,6,5,1.9578,14,11,24,1,,36,35,0.305555556,0.972222222,0.027777778
Elizabeth,7/19/2018,10/22/2018,E,4,134,7,1,1.4285,10,42,49,15,,106,91,0.396226415,0.858490566,0.141509434
Elizabeth,7/19/2018,10/22/2018,E,4,134,7,2,1.3572,11,15,68,9,,92,83,0.163043478,0.902173913,0.097826087
Elizabeth,7/19/2018,10/22/2018,E,4,134,7,3,1.4667,10,35,51,18,,104,86,0.336538462,0.826923077,0.173076923
Elizabeth,7/19/2018,10/22/2018,E,4,134,7,4,1.4965,10,33,58,11,,102,91,0.323529412,0.892156863,0.107843137
Elizabeth,7/19/2018,10/22/2018,E,4,134,7,5,1.2291,9,44,40,5,,89,84,0.494382022,0.943820225,0.056179775
Elizabeth,7/18/2018,10/22/2018,E,2,137,6,1,2.317,16,20,40,11,,71,60,0.281690141,0.845070423,0.154929577
Elizabeth,7/18/2018,10/22/2018,E,2,137,6,2,2.5313,15,23,34,9,,66,57,0.348484848,0.863636364,0.136363636
Elizabeth,7/18/2018,10/22/2018,E,2,137,6,3,2.7842,14,25,33,5,,63,58,0.396825397,0.920634921,0.079365079
Elizabeth,7/18/2018,10/22/2018,E,2,137,6,4,2.2695,13,27,37,17,,81,64,0.333333333,0.790123457,0.209876543
Elizabeth,7/18/2018,10/22/2018,E,2,137,6,5,1.7268,12,35,24,3,,62,59,0.564516129,0.951612903,0.048387097
Elizabeth,7/18/2018,10/22/2018,E,2,395,13,1,1.3007,10,29,37,15,,81,66,0.358024691,0.814814815,0.185185185
Elizabeth,7/18/2018,10/22/2018,E,2,395,13,2,1.9255,11,51,39,9,,99,90,0.515151515,0.909090909,0.090909091
Elizabeth,7/18/2018,10/22/2018,E,2,395,13,3,1.3956,10,21,34,10,,65,55,0.323076923,0.846153846,0.153846154
Elizabeth,7/18/2018,10/22/2018,E,2,395,13,4,1.256,9,35,47,14,,96,82,0.364583333,0.854166667,0.145833333
Elizabeth,7/18/2018,10/22/2018,E,2,395,13,5,1.4375,10,35,40,18,,93,75,0.376344086,0.806451613,0.193548387
Elizabeth,7/18/2018,10/22/2018,E,1,348,8,1,1.6092,13,42,30,10,,82,72,0.512195122,0.87804878,0.12195122
Elizabeth,7/18/2018,10/22/2018,E,1,348,8,2,0.9876,9,29,40,2,,71,69,0.408450704,0.971830986,0.028169014
Elizabeth,7/18/2018,10/22/2018,E,1,348,8,3,1.0865,12,28,32,8,,68,60,0.411764706,0.882352941,0.117647059
Elizabeth,7/18/2018,10/22/2018,E,1,348,8,4,1.4217,12,28,45,8,,81,73,0.345679012,0.901234568,0.098765432
Elizabeth,7/18/2018,10/22/2018,E,1,348,8,5,1.6743,16,30,23,15,,68,53,0.441176471,0.779411765,0.220588235
Elizabeth,7/18/2018,10/22/2018,E,1,214,5,1,0.9865,12,34,19,16,,69,53,0.492753623,0.768115942,0.231884058
Elizabeth,7/18/2018,10/22/2018,E,1,214,5,2,1.1894,11,30,17,7,,54,47,0.555555556,0.87037037,0.12962963
Elizabeth,7/18/2018,10/22/2018,E,1,214,5,3,1.5729,14,25,11,10,,46,36,0.543478261,0.782608696,0.217391304
Elizabeth,7/18/2018,10/22/2018,E,1,214,5,4,1.7007,14,26,15,25,,66,41,0.393939394,0.621212121,0.378787879
Elizabeth,7/18/2018,10/22/2018,E,1,214,5,5,1.0737,13,14,29,9,,52,43,0.269230769,0.826923077,0.173076923
Elizabeth,7/18/2018,10/22/2018,E,2,266,5,1,1.2151,11,15,57,12,,84,72,0.178571429,0.857142857,0.142857143
Elizabeth,7/18/2018,10/22/2018,E,2,266,5,2,1.1238,14,21,62,7,,90,83,0.233333333,0.922222222,0.077777778
Elizabeth,7/18/2018,10/22/2018,E,2,266,5,3,1.6589,10,19,89,6,,114,108,0.166666667,0.947368421,0.052631579
Elizabeth,7/18/2018,10/22/2018,E,2,266,5,4,1.4799,14,26,35,10,,71,61,0.366197183,0.85915493,0.14084507
Elizabeth,7/18/2018,10/22/2018,E,2,266,5,5,1.5086,14,9,69,15,,93,78,0.096774194,0.838709677,0.161290323
Elizabeth,7/19/2018,10/22/2018,E,6,334,7,1,1.6352,11,45,24,12,,81,69,0.555555556,0.851851852,0.148148148
Elizabeth,7/19/2018,10/22/2018,E,6,334,7,2,1.9547,12,29,37,18,,84,66,0.345238095,0.785714286,0.214285714
Elizabeth,7/19/2018,10/22/2018,E,6,334,7,3,1.5158,10,21,53,20,,94,74,0.223404255,0.787234043,0.212765957
Elizabeth,7/19/2018,10/22/2018,E,6,334,7,4,1.3856,10,28,40,14,,82,68,0.341463415,0.829268293,0.170731707
Elizabeth,7/19/2018,10/22/2018,E,6,334,7,5,1.7072,13,28,55,10,,93,83,0.301075269,0.892473118,0.107526882
Elizabeth,7/19/2018,10/22/2018,E,4,381,6,1,1.0039,10,22,38,9,,69,60,0.31884058,0.869565217,0.130434783
Elizabeth,7/19/2018,10/22/2018,E,4,381,6,2,1.0868,10,22,23,22,,67,45,0.328358209,0.671641791,0.328358209
Elizabeth,7/19/2018,10/22/2018,E,4,381,6,3,1.1709,9,23,41,13,,77,64,0.298701299,0.831168831,0.168831169
Elizabeth,7/19/2018,10/22/2018,E,4,381,6,4,0.8713,9,6,33,17,,56,39,0.107142857,0.696428571,0.303571429
Elizabeth,7/19/2018,10/22/2018,E,4,381,6,5,1.0212,9,15,45,20,,80,60,0.1875,0.75,0.25
Elizabeth,7/19/2018,10/22/2018,E,5,338,2,1,1.2684,12,26,41,4,,71,67,0.366197183,0.943661972,0.056338028
Elizabeth,7/19/2018,10/22/2018,E,5,338,2,2,1.3062,10,7,58,13,,78,65,0.08974359,0.833333333,0.166666667
Elizabeth,7/18/2018,10/22/2018,E,2,188,2,1,1.4364,11,32,22,3,,57,54,0.561403509,0.947368421,0.052631579
Elizabeth,7/18/2018,10/22/2018,E,2,188,2,2,1.3555,12,22,31,6,,59,53,0.372881356,0.898305085,0.101694915
Elizabeth,7/18/2018,10/22/2018,E,1,248,1,1,1.7079,9,18,46,6,,70,64,0.257142857,0.914285714,0.085714286
Elizabeth,7/18/2018,10/22/2018,E,1,218,1,1,0.8898,12,11,41,3,,55,52,0.2,0.945454545,0.054545455
Elizabeth,7/19/2018,10/23/2018,E,6,178,1,1,1.3955,12,28,55,9,,92,83,0.304347826,0.902173913,0.097826087
Elizabeth,7/19/2018,10/23/2018,E,6,356,4,1,1.3143,8,15,66,4,,85,81,0.176470588,0.952941176,0.047058824
Elizabeth,7/19/2018,10/23/2018,E,6,356,4,2,2.6586,14,33,36,12,,81,69,0.407407407,0.851851852,0.148148148
Elizabeth,7/19/2018,10/23/2018,E,6,356,4,3,1.3127,9,8,61,12,,81,69,0.098765432,0.851851852,0.148148148
Elizabeth,7/19/2018,10/23/2018,E,6,356,4,4,1.3393,8,18,65,2,,85,83,0.211764706,0.976470588,0.023529412
Elizabeth,7/19/2018,10/23/2018,E,5,382,6,1,1.6368,10,27,31,13,,71,58,0.38028169,0.816901408,0.183098592
Elizabeth,7/19/2018,10/23/2018,E,5,382,6,2,1.5716,10,29,29,15,,73,58,0.397260274,0.794520548,0.205479452
Elizabeth,7/19/2018,10/23/2018,E,5,382,6,3,1.6575,10,40,16,5,,61,56,0.655737705,0.918032787,0.081967213
Elizabeth,7/19/2018,10/23/2018,E,5,382,6,4,1.2651,10,40,25,5,,70,65,0.571428571,0.928571429,0.071428571
Elizabeth,7/19/2018,10/23/2018,E,5,382,6,5,1.5191,11,41,32,5,,78,73,0.525641026,0.935897436,0.064102564
Elizabeth,7/19/2018,10/23/2018,E,4,302,7,1,1.6853,14,24,42,6,,72,66,0.333333333,0.916666667,0.083333333
Elizabeth,7/19/2018,10/23/2018,E,4,302,7,2,1.7569,15,23,35,5,,63,58,0.365079365,0.920634921,0.079365079
Elizabeth,7/19/2018,10/23/2018,E,4,302,7,3,1.4996,19,21,46,7,,74,67,0.283783784,0.905405405,0.094594595
Elizabeth,7/19/2018,10/23/2018,E,4,302,7,4,1.0617,19,9,45,10,,64,54,0.140625,0.84375,0.15625
Elizabeth,7/19/2018,10/23/2018,E,4,302,7,5,1.5746,14,19,42,12,,73,61,0.260273973,0.835616438,0.164383562
Elizabeth,7/19/2018,10/23/2018,E,5,349,6,1,1.4932,10,21,38,9,,68,59,0.308823529,0.867647059,0.132352941
Elizabeth,7/19/2018,10/23/2018,E,5,349,6,2,1.2677,8,17,46,4,,67,63,0.253731343,0.940298507,0.059701493
Elizabeth,7/19/2018,10/23/2018,E,5,349,6,3,1.3722,9,39,39,7,,85,78,0.458823529,0.917647059,0.082352941
Elizabeth,7/19/2018,10/23/2018,E,5,349,6,4,1.6498,10,35,37,6,,78,72,0.448717949,0.923076923,0.076923077
Elizabeth,7/19/2018,10/23/2018,E,5,349,6,5,1.6097,10,17,57,13,,87,74,0.195402299,0.850574713,0.149425287
Elizabeth,7/19/2018,10/23/2018,E,6,325,1,1,0.8885,10,20,22,4,,46,42,0.434782609,0.913043478,0.086956522
Elizabeth,7/19/2018,10/23/2018,E,5,255,3,1,1.156,9,19,33,6,,58,52,0.327586207,0.896551724,0.103448276
Elizabeth,7/19/2018,10/23/2018,E,5,255,3,2,1.0977,8,10,52,3,,65,62,0.153846154,0.953846154,0.046153846
Elizabeth,7/19/2018,10/23/2018,E,5,255,3,3,0.8477,10,22,42,5,,69,64,0.31884058,0.927536232,0.072463768
Elizabeth,7/18/2018,10/23/2018,E,1,337,1,1,1.1648,11,8,41,20,,69,49,0.115942029,0.710144928,0.289855072
Elizabeth,7/18/2018,10/23/2018,E,5,394,15,1,2.8842,11,23,49,2,,74,72,0.310810811,0.972972973,0.027027027
Elizabeth,7/18/2018,10/23/2018,E,5,394,15,2,2.7683,11,20,55,4,,79,75,0.253164557,0.949367089,0.050632911
Elizabeth,7/18/2018,10/23/2018,E,5,394,15,3,3.7523,13,28,53,2,,83,81,0.337349398,0.975903614,0.024096386
Elizabeth,7/18/2018,10/23/2018,E,5,394,15,4,3.0052,13,19,58,7,,84,77,0.226190476,0.916666667,0.083333333
Elizabeth,7/18/2018,10/23/2018,E,5,394,15,5,3.3682,14,26,61,7,,94,87,0.276595745,0.925531915,0.074468085
Elizabeth,7/18/2018,10/29/2018,E,1,125,3,1,1.0996,10,33,32,7,,72,65,0.458333333,0.902777778,0.097222222
Elizabeth,7/18/2018,10/29/2018,E,1,125,3,2,1.1555,9,30,35,8,,73,65,0.410958904,0.890410959,0.109589041
Elizabeth,7/18/2018,10/29/2018,E,1,125,3,3,0.93,11,32,31,8,,71,63,0.450704225,0.887323944,0.112676056
Elizabeth,7/18/2018,10/29/2018,E,1,208,3,1,1.3777,9,31,29,3,,63,60,0.492063492,0.952380952,0.047619048
Elizabeth,7/18/2018,10/29/2018,E,1,208,3,2,1.4062,16,0,0,0,,0,0,#DIV/0!,#DIV/0!,#DIV/0!
Elizabeth,7/18/2018,10/29/2018,E,1,208,3,3,1.5392,8,26,44,1,,71,70,0.366197183,0.985915493,0.014084507
Elizabeth,7/18/2018,10/29/2018,E,1,161,4,1,1.8898,11,19,32,9,,60,51,0.316666667,0.85,0.15
Elizabeth,7/18/2018,10/29/2018,E,1,161,4,2,1.5774,10,40,24,12,,76,64,0.526315789,0.842105263,0.157894737
Elizabeth,7/18/2018,10/29/2018,E,1,161,4,3,1.0944,10,33,42,7,,82,75,0.402439024,0.914634146,0.085365854
Elizabeth,7/18/2018,10/29/2018,E,1,161,4,4,2.0032,11,26,51,11,,88,77,0.295454545,0.875,0.125
Elizabeth,7/18/2018,10/29/2018,E,1,194,14,1,0.5802,12,17,49,8,,74,66,0.22972973,0.891891892,0.108108108
Elizabeth,7/18/2018,10/29/2018,E,1,194,14,2,1.3204,12,13,49,21,,83,62,0.156626506,0.746987952,0.253012048
Elizabeth,7/18/2018,10/29/2018,E,1,194,14,3,0.6153,11,17,56,10,,83,73,0.204819277,0.879518072,0.120481928
Elizabeth,7/18/2018,10/29/2018,E,1,194,14,4,1.4674,13,19,43,9,,71,62,0.267605634,0.873239437,0.126760563
Elizabeth,7/18/2018,10/29/2018,E,1,194,14,5,1.989,14,21,37,5,,63,58,0.333333333,0.920634921,0.079365079
Elizabeth,7/20/2018,10/29/2018,E,1,327,2,1,1.8825,8,26,40,4,,70,66,0.371428571,0.942857143,0.057142857
Elizabeth,7/20/2018,10/29/2018,E,1,327,2,2,2.1252,11,26,66,11,,103,92,0.252427184,0.893203883,0.106796117
Elizabeth,7/20/2018,10/30/2018,E,6,254,3,1,1.5397,7,16,40,3,,59,56,0.271186441,0.949152542,0.050847458
Elizabeth,7/20/2018,10/30/2018,E,6,254,3,2,1.308,8,29,35,1,,65,64,0.446153846,0.984615385,0.015384615
Elizabeth,7/20/2018,10/30/2018,E,6,254,3,3,1.1578,8,20,35,3,,58,55,0.344827586,0.948275862,0.051724138
Elizabeth,7/18/2018,11/5/2018,E,2,180,3,1,2.2708,14,22,38,13,,73,60,0.301369863,0.821917808,0.178082192
Elizabeth,7/18/2018,11/5/2018,E,2,180,3,2,1.7046,12,20,24,21,,65,44,0.307692308,0.676923077,0.323076923
Elizabeth,7/18/2018,11/5/2018,E,2,180,3,3,2.0464,14,24,34,14,,72,58,0.333333333,0.805555556,0.194444444
Elizabeth,7/18/2018,11/5/2018,E,3,396,4,1,1.8008,11,35,51,7,,93,86,0.376344086,0.924731183,0.075268817
Elizabeth,7/18/2018,11/5/2018,E,3,396,4,2,1.686,9,34,49,9,,92,83,0.369565217,0.902173913,0.097826087
